# x_nm  y_nm  z_nm  mx  my  mz
8.500000 39.500000 48.500000 0.101780 0.567533 0.817036
8.500000 39.500000 49.500000 0.062164 0.574275 0.816299
8.500000 39.500000 50.500000 0.029129 0.578209 0.815368
8.500000 39.500000 51.500000 0.001372 0.579886 0.814696
8.500000 39.500000 52.500000 -0.022055 0.579892 0.814395
8.500000 39.500000 53.500000 -0.041890 0.578716 0.814453
8.500000 39.500000 54.500000 -0.058727 0.576742 0.814813
8.500000 39.500000 55.500000 -0.073055 0.574271 0.815399
8.500000 39.500000 56.500000 -0.085287 0.571533 0.816135
8.500000 39.500000 57.500000 -0.095776 0.568708 0.816945
8.500000 39.500000 58.500000 -0.104828 0.565934 0.817759
8.500000 39.500000 59.500000 -0.112719 0.563316 0.818517
8.500000 39.500000 60.500000 -0.119697 0.560931 0.819163
8.500000 39.500000 61.500000 -0.125991 0.558832 0.819654
8.500000 39.500000 62.500000 -0.131819 0.557047 0.819953
8.500000 39.500000 63.500000 -0.137384 0.555582 0.820033
8.500000 39.500000 64.500000 -0.142884 0.554425 0.819876
8.500000 39.500000 65.500000 -0.148514 0.553540 0.819473
8.500000 39.500000 66.500000 -0.154464 0.552870 0.818826
8.500000 39.500000 67.500000 -0.160924 0.552337 0.817941
8.500000 39.500000 68.500000 -0.168088 0.551836 0.816838
8.500000 39.500000 69.500000 -0.176155 0.551238 0.815540
8.500000 39.500000 70.500000 -0.185335 0.550385 0.814081
8.500000 39.500000 71.500000 -0.195851 0.549079 0.812499
8.500000 39.500000 72.500000 -0.207947 0.547083 0.810838
8.500000 39.500000 73.500000 -0.221896 0.544102 0.809145
8.500000 39.500000 74.500000 -0.238009 0.539766 0.807468
8.500000 39.500000 75.500000 -0.256643 0.533606 0.805853
8.500000 39.500000 76.500000 -0.278220 0.525010 0.804337
8.500000 39.500000 77.500000 -0.303244 0.513154 0.802942
8.500000 39.500000 78.500000 -0.332332 0.496872 0.801669
8.500000 39.500000 79.500000 -0.366276 0.474371 0.800509
8.500000 40.500000 48.500000 0.137530 0.559158 0.817574
8.500000 40.500000 49.500000 0.098365 0.567017 0.817812
8.500000 40.500000 50.500000 0.065647 0.571545 0.817940
8.500000 40.500000 51.500000 0.038126 0.573631 0.818226
8.500000 40.500000 52.500000 0.014883 0.573956 0.818751
8.500000 40.500000 53.500000 -0.004804 0.573041 0.819512
8.500000 40.500000 54.500000 -0.021520 0.571288 0.820468
8.500000 40.500000 55.500000 -0.035747 0.569002 0.821559
8.500000 40.500000 56.500000 -0.047894 0.566422 0.822722
8.500000 40.500000 57.500000 -0.058310 0.563732 0.823897
8.500000 40.500000 58.500000 -0.067299 0.561075 0.825024
8.500000 40.500000 59.500000 -0.075136 0.558560 0.826054
8.500000 40.500000 60.500000 -0.082067 0.556268 0.826941
8.500000 40.500000 61.500000 -0.088322 0.554253 0.827649
8.500000 40.500000 62.500000 -0.094116 0.552548 0.828151
8.500000 40.500000 63.500000 -0.099653 0.551162 0.828426
8.500000 40.500000 64.500000 -0.105131 0.550084 0.828465
8.500000 40.500000 65.500000 -0.110744 0.549282 0.828266
8.500000 40.500000 66.500000 -0.116680 0.548701 0.827836
8.500000 40.500000 67.500000 -0.123131 0.548265 0.827190
8.500000 40.500000 68.500000 -0.130289 0.547873 0.826353
8.500000 40.500000 69.500000 -0.138352 0.547399 0.825356
8.500000 40.500000 70.500000 -0.147529 0.546685 0.824239
8.500000 40.500000 71.500000 -0.158041 0.545541 0.823048
8.500000 40.500000 72.500000 -0.170131 0.543732 0.821834
8.500000 40.500000 73.500000 -0.184072 0.540970 0.820652
8.500000 40.500000 74.500000 -0.200172 0.536893 0.819559
8.500000 40.500000 75.500000 -0.218789 0.531047 0.818609
8.500000 40.500000 76.500000 -0.240345 0.522840 0.817846
8.500000 40.500000 77.500000 -0.265344 0.511493 0.817293
8.500000 40.500000 78.500000 -0.294405 0.495954 0.816918
8.500000 40.500000 79.500000 -0.328338 0.474791 0.816558
8.500000 41.500000 48.500000 0.159565 0.548537 0.820759
8.500000 41.500000 49.500000 0.121055 0.557511 0.821296
8.500000 41.500000 50.500000 0.088834 0.562783 0.821817
8.500000 41.500000 51.500000 0.061696 0.565424 0.822490
8.500000 41.500000 52.500000 0.038748 0.566192 0.823362
8.500000 41.500000 53.500000 0.019289 0.565645 0.824423
8.500000 41.500000 54.500000 0.002750 0.564202 0.825632
8.500000 41.500000 55.500000 -0.011340 0.562181 0.826936
8.500000 41.500000 56.500000 -0.023379 0.559828 0.828279
8.500000 41.500000 57.500000 -0.033709 0.557334 0.829604
8.500000 41.500000 58.500000 -0.042630 0.554847 0.830860
8.500000 41.500000 59.500000 -0.050409 0.552481 0.832000
8.500000 41.500000 60.500000 -0.057291 0.550322 0.832985
8.500000 41.500000 61.500000 -0.063502 0.548429 0.833782
8.500000 41.500000 62.500000 -0.069255 0.546839 0.834369
8.500000 41.500000 63.500000 -0.074752 0.545565 0.834728
8.500000 41.500000 64.500000 -0.080191 0.544599 0.834854
8.500000 41.500000 65.500000 -0.085762 0.543914 0.834747
8.500000 41.500000 66.500000 -0.091654 0.543457 0.834418
8.500000 41.500000 67.500000 -0.098058 0.543156 0.833886
8.500000 41.500000 68.500000 -0.105164 0.542915 0.833177
8.500000 41.500000 69.500000 -0.113171 0.542610 0.832326
8.500000 41.500000 70.500000 -0.122285 0.542089 0.831376
8.500000 41.500000 71.500000 -0.132727 0.541166 0.830375
8.500000 41.500000 72.500000 -0.144740 0.539615 0.829376
8.500000 41.500000 73.500000 -0.158594 0.537157 0.828439
8.500000 41.500000 74.500000 -0.174598 0.533443 0.827619
8.500000 41.500000 75.500000 -0.193109 0.528038 0.826973
8.500000 41.500000 76.500000 -0.214550 0.520383 0.826541
8.500000 41.500000 77.500000 -0.239433 0.509752 0.826332
8.500000 41.500000 78.500000 -0.268394 0.495198 0.826283
8.500000 41.500000 79.500000 -0.302294 0.475494 0.826150
8.500000 42.500000 48.500000 0.174932 0.537779 0.824738
8.500000 42.500000 49.500000 0.137127 0.547702 0.825359
8.500000 42.500000 50.500000 0.105460 0.553709 0.826005
8.500000 42.500000 51.500000 0.078757 0.556941 0.826810
8.500000 42.500000 52.500000 0.056146 0.558199 0.827805
8.500000 42.500000 53.500000 0.036947 0.558067 0.828973
8.500000 42.500000 54.500000 0.020606 0.556979 0.830271
8.500000 42.500000 55.500000 0.006667 0.555263 0.831648
8.500000 42.500000 56.500000 -0.005257 0.553173 0.833050
8.500000 42.500000 57.500000 -0.015499 0.550906 0.834424
8.500000 42.500000 58.500000 -0.024351 0.548617 0.835719
8.500000 42.500000 59.500000 -0.032074 0.546426 0.836893
8.500000 42.500000 60.500000 -0.038909 0.544424 0.837907
8.500000 42.500000 61.500000 -0.045076 0.542674 0.838733
8.500000 42.500000 62.500000 -0.050787 0.541218 0.839347
8.500000 42.500000 63.500000 -0.056241 0.540074 0.839736
8.500000 42.500000 64.500000 -0.061634 0.539238 0.839895
8.500000 42.500000 65.500000 -0.067154 0.538686 0.839826
