# x_nm  y_nm  z_nm  mx  my  mz
8.500000 39.500000 48.500000 0.202190 -0.979262 -0.012892
8.500000 39.500000 49.500000 0.202224 -0.979254 -0.012924
8.500000 39.500000 50.500000 0.202256 -0.979247 -0.012988
8.500000 39.500000 51.500000 0.202287 -0.979239 -0.013076
8.500000 39.500000 52.500000 0.202316 -0.979232 -0.013183
8.500000 39.500000 53.500000 0.202345 -0.979224 -0.013302
8.500000 39.500000 54.500000 0.202374 -0.979216 -0.013430
8.500000 39.500000 55.500000 0.202404 -0.979208 -0.013565
8.500000 39.500000 56.500000 0.202435 -0.979200 -0.013702
8.500000 39.500000 57.500000 0.202469 -0.979191 -0.013840
8.500000 39.500000 58.500000 0.202504 -0.979182 -0.013977
8.500000 39.500000 59.500000 0.202542 -0.979172 -0.014111
8.500000 39.500000 60.500000 0.202583 -0.979162 -0.014240
8.500000 39.500000 61.500000 0.202626 -0.979151 -0.014363
8.500000 39.500000 62.500000 0.202673 -0.979139 -0.014479
8.500000 39.500000 63.500000 0.202722 -0.979128 -0.014586
8.500000 39.500000 64.500000 0.202774 -0.979115 -0.014685
8.500000 39.500000 65.500000 0.202829 -0.979103 -0.014774
8.500000 39.500000 66.500000 0.202886 -0.979090 -0.014852
8.500000 39.500000 67.500000 0.202946 -0.979076 -0.014919
8.500000 39.500000 68.500000 0.203008 -0.979063 -0.014975
8.500000 39.500000 69.500000 0.203072 -0.979049 -0.015019
8.500000 39.500000 70.500000 0.203138 -0.979034 -0.015052
8.500000 39.500000 71.500000 0.203206 -0.979020 -0.015073
8.500000 39.500000 72.500000 0.203275 -0.979005 -0.015084
8.500000 39.500000 73.500000 0.203346 -0.978991 -0.015084
8.500000 39.500000 74.500000 0.203416 -0.978976 -0.015077
8.500000 39.500000 75.500000 0.203485 -0.978962 -0.015064
8.500000 39.500000 76.500000 0.203551 -0.978949 -0.015047
8.500000 39.500000 77.500000 0.203610 -0.978937 -0.015029
8.500000 39.500000 78.500000 0.203654 -0.978928 -0.015014
8.500000 39.500000 79.500000 0.203671 -0.978924 -0.015005
8.500000 40.500000 48.500000 0.189539 -0.981695 -0.018715
8.500000 40.500000 49.500000 0.189581 -0.981686 -0.018761
8.500000 40.500000 50.500000 0.189625 -0.981675 -0.018856
8.500000 40.500000 51.500000 0.189669 -0.981664 -0.018987
8.500000 40.500000 52.500000 0.189713 -0.981653 -0.019144
8.500000 40.500000 53.500000 0.189756 -0.981641 -0.019319
8.500000 40.500000 54.500000 0.189800 -0.981629 -0.019506
