# x_nm  y_nm  z_nm  mx  my  mz
8.500000 39.500000 48.500000 0.063359 0.490994 0.868856
8.500000 39.500000 49.500000 0.033445 0.494601 0.868476
8.500000 39.500000 50.500000 0.008449 0.496463 0.868017
8.500000 39.500000 51.500000 -0.012577 0.496901 0.867716
8.500000 39.500000 52.500000 -0.030346 0.496297 0.867622
8.500000 39.500000 53.500000 -0.045423 0.494972 0.867721
8.500000 39.500000 54.500000 -0.058266 0.493181 0.867973
8.500000 39.500000 55.500000 -0.069255 0.491117 0.868336
8.500000 39.500000 56.500000 -0.078708 0.488928 0.868766
8.500000 39.500000 57.500000 -0.086895 0.486726 0.869222
8.500000 39.500000 58.500000 -0.094048 0.484594 0.869669
8.500000 39.500000 59.500000 -0.100372 0.482594 0.870074
8.500000 39.500000 60.500000 -0.106050 0.480770 0.870410
8.500000 39.500000 61.500000 -0.111248 0.479151 0.870654
8.500000 39.500000 62.500000 -0.116119 0.477749 0.870788
8.500000 39.500000 63.500000 -0.120809 0.476567 0.870798
8.500000 39.500000 64.500000 -0.125455 0.475591 0.870675
8.500000 39.500000 65.500000 -0.130194 0.474796 0.870413
8.500000 39.500000 66.500000 -0.135159 0.474144 0.870011
8.500000 39.500000 67.500000 -0.140486 0.473582 0.869473
8.500000 39.500000 68.500000 -0.146312 0.473042 0.868806
8.500000 39.500000 69.500000 -0.152785 0.472438 0.868020
8.500000 39.500000 70.500000 -0.160060 0.471664 0.867130
8.500000 39.500000 71.500000 -0.168306 0.470589 0.866152
8.500000 39.500000 72.500000 -0.177713 0.469051 0.865107
8.500000 39.500000 73.500000 -0.188496 0.466847 0.864016
8.500000 39.500000 74.500000 -0.200902 0.463722 0.862903
8.500000 39.500000 75.500000 -0.215217 0.459346 0.861791
8.500000 39.500000 76.500000 -0.231779 0.453287 0.860703
8.500000 39.500000 77.500000 -0.250991 0.444960 0.859660
8.500000 39.500000 78.500000 -0.273335 0.433532 0.858684
8.500000 39.500000 79.500000 -0.299414 0.417716 0.857825
8.500000 40.500000 48.500000 0.096164 0.483485 0.870054
8.500000 40.500000 49.500000 0.066600 0.487971 0.870315
8.500000 40.500000 50.500000 0.041853 0.490301 0.870548
8.500000 40.500000 51.500000 0.021014 0.491062 0.870871
8.500000 40.500000 52.500000 0.003388 0.490711 0.871316
8.500000 40.500000 53.500000 -0.011576 0.489596 0.871873
8.500000 40.500000 54.500000 -0.024329 0.487981 0.872515
8.500000 40.500000 55.500000 -0.035246 0.486069 0.873209
8.500000 40.500000 56.500000 -0.044640 0.484010 0.873923
8.500000 40.500000 57.500000 -0.052779 0.481921 0.874624
8.500000 40.500000 58.500000 -0.059892 0.479888 0.875283
8.500000 40.500000 59.500000 -0.066183 0.477977 0.875876
8.500000 40.500000 60.500000 -0.071832 0.476233 0.876380
8.500000 40.500000 61.500000 -0.077005 0.474688 0.876779
8.500000 40.500000 62.500000 -0.081855 0.473356 0.877060
8.500000 40.500000 63.500000 -0.086526 0.472242 0.877212
8.500000 40.500000 64.500000 -0.091156 0.471334 0.877231
8.500000 40.500000 65.500000 -0.095879 0.470610 0.877117
8.500000 40.500000 66.500000 -0.100830 0.470032 0.876872
8.500000 40.500000 67.500000 -0.106143 0.469549 0.876503
8.500000 40.500000 68.500000 -0.111956 0.469096 0.876022
8.500000 40.500000 69.500000 -0.118414 0.468589 0.875444
8.500000 40.500000 70.500000 -0.125673 0.467925 0.874787
8.500000 40.500000 71.500000 -0.133901 0.466975 0.874074
8.500000 40.500000 72.500000 -0.143287 0.465582 0.873328
8.500000 40.500000 73.500000 -0.154045 0.463547 0.872579
8.500000 40.500000 74.500000 -0.166421 0.460623 0.871855
8.500000 40.500000 75.500000 -0.180702 0.456490 0.871185
8.500000 40.500000 76.500000 -0.197226 0.450734 0.870598
8.500000 40.500000 77.500000 -0.216392 0.442804 0.870114
8.500000 40.500000 78.500000 -0.238685 0.431960 0.869735
8.500000 40.500000 79.500000 -0.264716 0.417201 0.869407
8.500000 41.500000 48.500000 0.116242 0.474035 0.872799
8.500000 41.500000 49.500000 0.087186 0.479399 0.873256
8.500000 41.500000 50.500000 0.062827 0.482314 0.873742
8.500000 41.500000 51.500000 0.042286 0.483513 0.874315
8.500000 41.500000 52.500000 0.024891 0.483513 0.874983
8.500000 41.500000 53.500000 0.010105 0.482692 0.875732
8.500000 41.500000 54.500000 -0.002511 0.481328 0.876537
8.500000 41.500000 55.500000 -0.013323 0.479631 0.877369
8.500000 41.500000 56.500000 -0.022635 0.477759 0.878199
8.500000 41.500000 57.500000 -0.030709 0.475832 0.879000
8.500000 41.500000 58.500000 -0.037771 0.473943 0.879745
8.500000 41.500000 59.500000 -0.044020 0.472158 0.880414
8.500000 41.500000 60.500000 -0.049634 0.470530 0.880987
8.500000 41.500000 61.500000 -0.054776 0.469090 0.881450
8.500000 41.500000 62.500000 -0.059596 0.467859 0.881791
8.500000 41.500000 63.500000 -0.064236 0.466842 0.882005
8.500000 41.500000 64.500000 -0.068835 0.466030 0.882087
8.500000 41.500000 65.500000 -0.073526 0.465404 0.882039
8.500000 41.500000 66.500000 -0.078441 0.464929 0.881866
8.500000 41.500000 67.500000 -0.083715 0.464557 0.881578
8.500000 41.500000 68.500000 -0.089484 0.464224 0.881186
8.500000 41.500000 69.500000 -0.095892 0.463852 0.880708
8.500000 41.500000 70.500000 -0.103095 0.463338 0.880164
8.500000 41.500000 71.500000 -0.111260 0.462561 0.879579
8.500000 41.500000 72.500000 -0.120574 0.461367 0.878978
8.500000 41.500000 73.500000 -0.131250 0.459567 0.878392
8.500000 41.500000 74.500000 -0.143533 0.456923 0.877850
8.500000 41.500000 75.500000 -0.157709 0.453132 0.877382
8.500000 41.500000 76.500000 -0.174117 0.447804 0.877015
8.500000 41.500000 77.500000 -0.193161 0.440433 0.876760
8.500000 41.500000 78.500000 -0.215334 0.430358 0.876598
8.500000 41.500000 79.500000 -0.241281 0.416739 0.876420
8.500000 42.500000 48.500000 0.130110 0.464526 0.875949
8.500000 42.500000 49.500000 0.101601 0.470630 0.876461
8.500000 42.500000 50.500000 0.077676 0.474120 0.877027
8.500000 42.500000 51.500000 0.057476 0.475783 0.877683
8.500000 42.500000 52.500000 0.040346 0.476171 0.878427
8.500000 42.500000 53.500000 0.025765 0.475680 0.879241
8.500000 42.500000 54.500000 0.013306 0.474600 0.880101
8.500000 42.500000 55.500000 0.002614 0.473149 0.880979
8.500000 42.500000 56.500000 -0.006607 0.471491 0.881846
8.500000 42.500000 57.500000 -0.014611 0.469752 0.882677
8.500000 42.500000 58.500000 -0.021618 0.468029 0.883449
8.500000 42.500000 59.500000 -0.027823 0.466392 0.884140
8.500000 42.500000 60.500000 -0.033399 0.464898 0.884734
8.500000 42.500000 61.500000 -0.038507 0.463581 0.885217
8.500000 42.500000 62.500000 -0.043294 0.462466 0.885579
8.500000 42.500000 63.500000 -0.047901 0.461560 0.885815
8.500000 42.500000 64.500000 -0.052465 0.460859 0.885921
8.500000 42.500000 65.500000 -0.057116 0.460345 0.885901
8.500000 42.500000 66.500000 -0.061987 0.459987 0.885759
8.500000 42.500000 67.500000 -0.067211 0.459740 0.885506
8.500000 42.500000 68.500000 -0.072923 0.459544 0.885156
8.500000 42.500000 69.500000 -0.079268 0.459322 0.884726
8.500000 42.500000 70.500000 -0.086399 0.458978 0.884237
8.500000 42.500000 71.500000 -0.094482 0.458394 0.883713
8.500000 42.500000 72.500000 -0.103703 0.457424 0.883181
8.500000 42.500000 73.500000 -0.114273 0.455888 0.882671
8.500000 42.500000 74.500000 -0.126438 0.453558 0.882212
8.500000 42.500000 75.500000 -0.140484 0.450149 0.881833
8.500000 42.500000 76.500000 -0.156751 0.445295 0.881556
8.500000 42.500000 77.500000 -0.175651 0.438527 0.881386
8.500000 42.500000 78.500000 -0.197698 0.429239 0.881289
8.500000 42.500000 79.500000 -0.223574 0.416663 0.881140
8.500000 43.500000 48.500000 0.140480 0.455625 0.879017
8.500000 43.500000 49.500000 0.112499 0.462352 0.879531
8.500000 43.500000 50.500000 0.089004 0.466373 0.880099
8.500000 43.500000 51.500000 0.069146 0.468492 0.880758
8.500000 43.500000 52.500000 0.052285 0.469274 0.881504
8.500000 43.500000 53.500000 0.037911 0.469124 0.882318
8.500000 43.500000 54.500000 0.025609 0.468343 0.883175
8.500000 43.500000 55.500000 0.015038 0.467154 0.884048
8.500000 43.500000 56.500000 0.005907 0.465726 0.884910
8.500000 43.500000 57.500000 -0.002029 0.464189 0.885734
8.500000 43.500000 58.500000 -0.008984 0.462643 0.886499
8.500000 43.500000 59.500000 -0.015147 0.461167 0.887184
8.500000 43.500000 60.500000 -0.020688 0.459817 0.887773
8.500000 43.500000 61.500000 -0.025763 0.458634 0.888252
8.500000 43.500000 62.500000 -0.030519 0.457644 0.888612
8.500000 43.500000 63.500000 -0.035094 0.456859 0.888847
